date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:35:02	372597/372597	---M--	200	added ('OK')	image/png	etag:%22cdc5a053aa3dfc0159eb6c6d52bd4ee4%22	https://rallyinteractive.com/static/images/iPhone-X.png	C:/My%20Web%20Sites/WIngsnew/rallyinteractive.com/static/images/iPhone-X.png	(from https://rallyinteractive.com/static/css/rally.min.css)
21:35:02	44125/44125	---M--	200	added ('OK')	text/html	etag:%228bd973194ab7f5499e2c785f7af19f47%22	https://rallyinteractive.com/case-studies/boston-globe/	C:/My%20Web%20Sites/WIngsnew/rallyinteractive.com/case-studies/boston-globe/index.html	(from https://rallyinteractive.com/)
21:35:02	308973/308973	---M--	200	added ('OK')	image/png	etag:%22fd6d8a5d198c6fb659ecfe6e2d2d7bd7%22	https://rallyinteractive.com/static/images/iPad.png	C:/My%20Web%20Sites/WIngsnew/rallyinteractive.com/static/images/iPad.png	(from https://rallyinteractive.com/static/css/rally.min.css)
21:35:02	33503/33503	---M--	200	added ('OK')	text/html	etag:%220056b7cbf23345b3ec302b73f6473578%22	https://rallyinteractive.com/case-studies/epicurrence-3/	C:/My%20Web%20Sites/WIngsnew/rallyinteractive.com/case-studies/epicurrence-3/index.html	(from https://rallyinteractive.com/)
21:35:02	2984/2984	---M--	200	added ('OK')	image/svg+xml	etag:%2240be8ba41fab19172ab0b170d0483849%22	https://rallyinteractive.com/static/images/arrow.svg	C:/My%20Web%20Sites/WIngsnew/rallyinteractive.com/static/images/arrow.svg	(from https://rallyinteractive.com/static/css/rally.min.css)
21:35:03	40910/40910	---M--	200	added ('OK')	text/html	etag:%22fbe4e791a33e30cef00713ff63a0ff56%22	https://rallyinteractive.com/case-studies/genworth/	C:/My%20Web%20Sites/WIngsnew/rallyinteractive.com/case-studies/genworth/index.html	(from https://rallyinteractive.com/)
21:35:03	311/311	---M--	200	added ('OK')	image/svg+xml	etag:%229e44bcc514a1ed194704562b4f750068%22	https://rallyinteractive.com/static/images/list-bullet.svg	C:/My%20Web%20Sites/WIngsnew/rallyinteractive.com/static/images/list-bullet.svg	(from https://rallyinteractive.com/static/css/rally.min.css)
21:35:03	469273/469273	---M--	200	added ('OK')	image/jpeg	etag:%22eeb5cbc1c3b75cb1a39af6dddb21d0d7%22	https://rallyinteractive.com/static/images/canyon-background-large.jpg	C:/My%20Web%20Sites/WIngsnew/rallyinteractive.com/static/images/canyon-background-large.jpg	(from https://rallyinteractive.com/static/css/rally.min.css)
21:35:04	57392/57392	---M--	200	added ('OK')	text/html	etag:%229f67f26c44a62706fedc3c511bcb6081%22	https://rallyinteractive.com/case-studies/world-atlas/	C:/My%20Web%20Sites/WIngsnew/rallyinteractive.com/case-studies/world-atlas/index.html	(from https://rallyinteractive.com/)
21:35:04	34083/34083	---M--	200	added ('OK')	text/html	etag:%22e56cdbadb2c739db7502c1840a1a09a0%22	https://rallyinteractive.com/case-studies/espn-fc/	C:/My%20Web%20Sites/WIngsnew/rallyinteractive.com/case-studies/espn-fc/index.html	(from https://rallyinteractive.com/)
21:35:04	49423/49423	---M--	200	added ('OK')	text/html	etag:%2275531f6c9a445916307bcfc4b8ab4443%22	https://rallyinteractive.com/case-studies/merchant-app/	C:/My%20Web%20Sites/WIngsnew/rallyinteractive.com/case-studies/merchant-app/index.html	(from https://rallyinteractive.com/)
21:35:04	37704/37704	---M--	200	added ('OK')	text/html	etag:%22f784cb5fba4cf4ab98588d3db14fe7bf%22	https://rallyinteractive.com/case-studies/city-guides/	C:/My%20Web%20Sites/WIngsnew/rallyinteractive.com/case-studies/city-guides/index.html	(from https://rallyinteractive.com/)
21:35:04	161534/161534	---M--	200	added ('OK')	image/png	etag:%22f9bbe323dc18712971ea1b828c12c785%22	https://rallyinteractive.com/static/images/polaroid.png	C:/My%20Web%20Sites/WIngsnew/rallyinteractive.com/static/images/polaroid.png	(from https://rallyinteractive.com/static/css/rally.min.css)
21:35:05	132445/132445	---M--	200	added ('OK')	image/jpeg	etag:%22c2b743fbefd217949d738b5ea34ea23b%22	https://rallyinteractive.com/static/images/CA.jpg	C:/My%20Web%20Sites/WIngsnew/rallyinteractive.com/static/images/CA.jpg	(from https://rallyinteractive.com/studio/)
21:35:05	156627/156627	---M--	200	added ('OK')	image/jpeg	etag:%22c77510fa605008269c43f94f97bdf0f0%22	https://rallyinteractive.com/static/images/MP.jpg	C:/My%20Web%20Sites/WIngsnew/rallyinteractive.com/static/images/MP.jpg	(from https://rallyinteractive.com/studio/)
21:35:05	57030/57030	---M--	200	added ('OK')	image/jpeg	etag:%2225c8c874c752269fed4bcde3abb8e322%22	https://rallyinteractive.com/static/images/campfire-square.jpg	C:/My%20Web%20Sites/WIngsnew/rallyinteractive.com/static/images/campfire-square.jpg	(from https://rallyinteractive.com/jobs/senior-developer/)
21:35:06	54901/54901	---M--	200	added ('OK')	image/jpeg	etag:%22756c5df017354da2d6705e7921bd6c56%22	https://rallyinteractive.com/static/images/pingpong-square.jpg	C:/My%20Web%20Sites/WIngsnew/rallyinteractive.com/static/images/pingpong-square.jpg	(from https://rallyinteractive.com/jobs/senior-developer/)
21:35:06	59658/59658	---M--	200	added ('OK')	image/jpeg	etag:%22f94192cb749d321e4cc95987f93984bd%22	https://rallyinteractive.com/static/images/couch-square.jpg	C:/My%20Web%20Sites/WIngsnew/rallyinteractive.com/static/images/couch-square.jpg	(from https://rallyinteractive.com/jobs/senior-developer/)
21:35:06	40074/40074	---M--	200	added ('OK')	image/jpeg	etag:%227fdcf5eda1a7ece2c91c5d43db0c8bec%22	https://rallyinteractive.com/static/images/monitor-square.jpg	C:/My%20Web%20Sites/WIngsnew/rallyinteractive.com/static/images/monitor-square.jpg	(from https://rallyinteractive.com/jobs/senior-developer/)
21:35:09	109374/109374	---M--	200	added ('OK')	image/jpeg	etag:%223a2cbd9e1e80cefb9984269001dcd2fb%22	https://rally-media.s3.amazonaws.com/heroshots/jaybird-homepage2x.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/jaybird-homepage2x.jpg	(from https://rallyinteractive.com/case-studies/jaybird/)
21:35:10	146091/146091	---M--	200	added ('OK')	image/png	etag:%226ea6e65abcb13c3068ab152a180ac7b3%22	https://rally-media.s3.amazonaws.com/heroshots/jaybird-homepage-mobile.png	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/jaybird-homepage-mobile.png	(from https://rallyinteractive.com/case-studies/jaybird/)
21:35:15	430837/430837	---M--	200	added ('OK')	image/png	etag:%22dd1649c7ad7c0a56f2c07722c7115aed%22	https://rally-media.s3.amazonaws.com/screenshots/jaybird-homepage-fallback-image.png	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/jaybird-homepage-fallback-image.png	(from https://rallyinteractive.com/case-studies/jaybird/)
21:35:17	239685/239685	---M--	200	added ('OK')	image/jpeg	etag:%22a56b5e5840232d229bafeb35a0fe1b26%22	https://rally-media.s3.amazonaws.com/screenshots/jaybird-topic-page-static.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/jaybird-topic-page-static.jpg	(from https://rallyinteractive.com/case-studies/jaybird/)
21:35:18	200076/200076	---M--	200	added ('OK')	image/jpeg	etag:%22bb41272f6899569672c763ebb7b95318%22	https://rally-media.s3.amazonaws.com/screenshots/jaybird-our-story-static.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/jaybird-our-story-static.jpg	(from https://rallyinteractive.com/case-studies/jaybird/)
21:35:20	157622/157622	---M--	200	added ('OK')	image/jpeg	etag:%22ab452cd823e3e84e48ab9d7f75a041b9%22	https://rally-media.s3.amazonaws.com/screenshots/jaybird-pdp-static.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/jaybird-pdp-static.jpg	(from https://rallyinteractive.com/case-studies/jaybird/)
21:35:21	217012/217012	---M--	200	added ('OK')	image/jpeg	etag:%2208374ef20ac7a585730d9fcbba6ada92%22	https://rally-media.s3.amazonaws.com/screenshots/jaybird-affiliates-static.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/jaybird-affiliates-static.jpg	(from https://rallyinteractive.com/case-studies/jaybird/)
21:35:23	153155/153155	---M--	200	added ('OK')	image/jpeg	etag:%2278fb36d37a51ab6fdf756dce22c9011c%22	https://rally-media.s3.amazonaws.com/heroshots/mapbox-hmi-reroute2x.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/mapbox-hmi-reroute2x.jpg	(from https://rallyinteractive.com/case-studies/in-car-navigation/)
21:35:26	242901/242901	---M--	200	added ('OK')	image/jpeg	etag:%226503b84e1990e41221ccfd5af377a3cb%22	https://rally-media.s3.amazonaws.com/heroshots/mapbox-companion-app2x.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/mapbox-companion-app2x.jpg	(from https://rallyinteractive.com/case-studies/in-car-navigation/)
21:35:26	233837/233837	---M--	200	added ('OK')	image/jpeg	etag:%227119cfcbcf7892e7025f16fa079cd7c5%22	https://rally-media.s3.amazonaws.com/screenshots/Mapbox-Home-Screen.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/Mapbox-Home-Screen.jpg	(from https://rallyinteractive.com/case-studies/in-car-navigation/)
21:35:30	261203/261203	---M--	200	added ('OK')	image/jpeg	etag:%223b919700676d655edb99063aa2175bd0%22	https://rally-media.s3.amazonaws.com/screenshots/Mapbox-Rerouting.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/Mapbox-Rerouting.jpg	(from https://rallyinteractive.com/case-studies/in-car-navigation/)
21:35:32	207645/207645	---M--	200	added ('OK')	image/jpeg	etag:%224c2f1918c81b329bbba6cc72281f1877%22	https://rally-media.s3.amazonaws.com/screenshots/Mapbox-Search.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/Mapbox-Search.jpg	(from https://rallyinteractive.com/case-studies/in-car-navigation/)
21:35:38	1077263/1077263	---M--	200	added ('OK')	image/png	etag:%22327a8dcb343561f834e0cc33b33cb8da%22	https://rally-media.s3.amazonaws.com/screenshots/jaybird-compare-fallback-image.png	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/jaybird-compare-fallback-image.png	(from https://rallyinteractive.com/case-studies/jaybird/)
21:35:38	273251/273251	---M--	200	added ('OK')	image/jpeg	etag:%22894d7ba6846bb29bbeab9b8368f44331%22	https://rally-media.s3.amazonaws.com/screenshots/Mapbox-Stop-Added.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/Mapbox-Stop-Added.jpg	(from https://rallyinteractive.com/case-studies/in-car-navigation/)
21:35:40	220373/220373	---M--	200	added ('OK')	image/jpeg	etag:%22c459a6a464b9cdbf4984064726452e49%22	https://rally-media.s3.amazonaws.com/screenshots/Mapbox-Lane-Level-Guidance.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/Mapbox-Lane-Level-Guidance.jpg	(from https://rallyinteractive.com/case-studies/in-car-navigation/)
21:35:40	140370/140370	---M--	200	added ('OK')	image/jpeg	etag:%2209ab652421d3672cf64133bd79c1626d%22	https://rally-media.s3.amazonaws.com/heroshots/NT-Relationship-View2x.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/NT-Relationship-View2x.jpg	(from https://rallyinteractive.com/case-studies/tactical-mapping/)
21:35:41	65329/65329	---M--	200	added ('OK')	image/jpeg	etag:%2247052d16617f47fe9e875a2e45b754c7%22	https://rally-media.s3.amazonaws.com/heroshots/00-Inside-Design-mobile.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/00-Inside-Design-mobile.jpg	(from https://rallyinteractive.com/case-studies/inside-design/)
21:35:42	208418/208418	---M--	200	added ('OK')	image/jpeg	etag:%22703db971771d22d626d28b59030a832d%22	https://rally-media.s3.amazonaws.com/screenshots/Mapbox-Contextual-Menu.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/Mapbox-Contextual-Menu.jpg	(from https://rallyinteractive.com/case-studies/in-car-navigation/)
21:35:46	183801/183801	---M--	200	added ('OK')	image/jpeg	etag:%22315cc81643e8ac81935ea1eeaaef7515%22	https://rally-media.s3.amazonaws.com/heroshots/01-Invision-desktop.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/01-Invision-desktop.jpg	(from https://rallyinteractive.com/case-studies/inside-design/)
21:35:47	227756/227756	---M--	200	added ('OK')	image/jpeg	etag:%22377ad99e8c6858908d6c0bbb180ec14c%22	https://rally-media.s3.amazonaws.com/screenshots/00-invision-slideshow-home-page.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/00-invision-slideshow-home-page.jpg	(from https://rallyinteractive.com/case-studies/inside-design/)
21:35:48	240452/240452	---M--	200	added ('OK')	image/jpeg	etag:%22ea9b9fbaa133806e3e22f85a61f75c4d%22	https://rally-media.s3.amazonaws.com/screenshots/01-invision-slideshow-home-page.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/01-invision-slideshow-home-page.jpg	(from https://rallyinteractive.com/case-studies/inside-design/)
21:35:51	127422/127422	---M--	200	added ('OK')	image/jpeg	etag:%22dcc60950c629783ada493684d5a9cfb3%22	https://rally-media.s3.amazonaws.com/heroshots/02-youmap.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/02-youmap.jpg	(from https://rallyinteractive.com/case-studies/youmap/)
21:35:53	53545/53545	---M--	200	added ('OK')	image/jpeg	etag:%22e9cabf6f4a3a742b3eb653f9291330ef%22	https://rally-media.s3.amazonaws.com/heroshots/00-YouMap-intro.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/00-YouMap-intro.jpg	(from https://rallyinteractive.com/case-studies/youmap/)
21:35:54	191278/191278	---M--	200	added ('OK')	image/jpeg	etag:%220ca011ce0d711d49fbfaefaac78b13a6%22	https://rally-media.s3.amazonaws.com/heroshots/01-youmap-map.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/01-youmap-map.jpg	(from https://rallyinteractive.com/case-studies/youmap/)
21:35:55	117298/117298	---M--	200	added ('OK')	image/jpeg	etag:%229319242f848128633bf8145c847e551a%22	https://rally-media.s3.amazonaws.com/screenshots/05-stay-informed.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/05-stay-informed.jpg	(from https://rallyinteractive.com/case-studies/youmap/)
21:35:58	131128/131128	---M--	200	added ('OK')	image/jpeg	etag:%22e1133c671dda0b6ccc2f6fa11815b313%22	https://rally-media.s3.amazonaws.com/screenshots/06-stay-informed.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/06-stay-informed.jpg	(from https://rallyinteractive.com/case-studies/youmap/)
21:35:59	70534/70534	---M--	200	added ('OK')	image/jpeg	etag:%22cd7ba1c15a31c161a59c080b63497eb1%22	https://rally-media.s3.amazonaws.com/screenshots/07-stay-informed.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/07-stay-informed.jpg	(from https://rallyinteractive.com/case-studies/youmap/)
21:36:02	57080/57080	---M--	200	added ('OK')	image/jpeg	etag:%22ebe18a72986a0fdf936dbd326be5dbef%22	https://rally-media.s3.amazonaws.com/screenshots/_00-intro.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/_00-intro.jpg	(from https://rallyinteractive.com/case-studies/youmap/)
21:36:04	117298/117298	---M--	200	added ('OK')	image/jpeg	etag:%2259b1492aa94be6f5538ff7951231735d%22	https://rally-media.s3.amazonaws.com/screenshots/01-stay-informed.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/01-stay-informed.jpg	(from https://rallyinteractive.com/case-studies/youmap/)
21:36:06	130598/130598	---M--	200	added ('OK')	image/jpeg	etag:%228803b0d985bebda30d07bb439fc36230%22	https://rally-media.s3.amazonaws.com/screenshots/02-customize.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/02-customize.jpg	(from https://rallyinteractive.com/case-studies/youmap/)
21:36:08	73735/73735	---M--	200	added ('OK')	image/jpeg	etag:%22b8768c4e56186272e48f1e1f55489941%22	https://rally-media.s3.amazonaws.com/screenshots/_02-no-borders.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/_02-no-borders.jpg	(from https://rallyinteractive.com/case-studies/youmap/)
21:36:09	69925/69925	---M--	200	added ('OK')	image/jpeg	etag:%22669d8a5c3fbe0e9de543a182b287d630%22	https://rally-media.s3.amazonaws.com/heroshots/01-nike-chat.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/01-nike-chat.jpg	(from https://rallyinteractive.com/case-studies/chat/)
21:36:10	91042/91042	---M--	200	added ('OK')	image/jpeg	etag:%2251f1da09da2c03adf223125084175ca3%22	https://rally-media.s3.amazonaws.com/heroshots/02-nike-chat.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/02-nike-chat.jpg	(from https://rallyinteractive.com/case-studies/chat/)
21:36:12	52650/52650	---M--	200	added ('OK')	image/jpeg	etag:%221504de595bf8c61bceeba60afe9284ea%22	https://rally-media.s3.amazonaws.com/heroshots/00-nike-chat.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/00-nike-chat.jpg	(from https://rallyinteractive.com/case-studies/chat/)
21:36:14	78029/78029	---M--	200	added ('OK')	image/jpeg	etag:%2292202434b61b524de63540ff45323420%22	https://rally-media.s3.amazonaws.com/heroshots/02_FS_Investments.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/02_FS_Investments.jpg	(from https://rallyinteractive.com/case-studies/franklin-square/)
21:36:15	67562/67562	---M--	200	added ('OK')	image/jpeg	etag:%226f446db57949ad7f18191374f6839e46%22	https://rally-media.s3.amazonaws.com/heroshots/01_FS_investments.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/01_FS_investments.jpg	(from https://rallyinteractive.com/case-studies/franklin-square/)
21:36:17	56594/56594	---M--	200	added ('OK')	image/jpeg	etag:%2223c1dde2f1c808d8ae53faffa6aa7fc2%22	https://rally-media.s3.amazonaws.com/heroshots/00_FS_investments.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/00_FS_investments.jpg	(from https://rallyinteractive.com/case-studies/franklin-square/)
21:36:20	93459/93459	---M--	200	added ('OK')	image/jpeg	etag:%22cf06bd19b46288ae54ba334eaf5b606a%22	https://rally-media.s3.amazonaws.com/heroshots/SNRKS-grid-item.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/SNRKS-grid-item.jpg	(from https://rallyinteractive.com/case-studies/snkrs/)
21:36:23	64294/64294	---M--	200	added ('OK')	image/jpeg	etag:%22b5ab63ea63192daa3bde773542105d3d%22	https://rally-media.s3.amazonaws.com/heroshots/Upcoming_feed.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/Upcoming_feed.jpg	(from https://rallyinteractive.com/case-studies/snkrs/)
21:36:23	80290/80290	---M--	200	added ('OK')	image/jpeg	etag:%22b3fcc4cf6bf5592fd99b64e4898ae82d%22	https://rally-media.s3.amazonaws.com/heroshots/00.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/00.jpg	(from https://rallyinteractive.com/case-studies/snkrs/)
21:36:25	27403/27403	---M--	200	added ('OK')	image/jpeg	etag:%22932b73b903a1b619204704ed6e42c92a%22	https://rally-media.s3.amazonaws.com/screenshots/02.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/02.jpg	(from https://rallyinteractive.com/case-studies/snkrs/)
